PID,Customer_ID,Company_Name,Industry_Type,Company_Size,Employee_Count,Annual_Revenue,Location,State,Country,Years_in_Business,Segment,IT_Budget,Decision_Maker,Contact_Email,Registration_Date
PID-44EFD802F24D,C00443,Gordon and Sons,Healthcare,small,52,3103295,Michelleland,Arizona,Saint Pierre and Miquelon,35,Standard,1187128,James Hunt,tsmith@example.org,2023-05-14
PID-1CC132769DBE,C00444,Robinson-Espinoza,Healthcare,small,88,2886219,Moorehaven,Maine,Somalia,4,Basic,2320404,David Hill,mpalmer@example.net,2023-03-27
PID-DB99420BA0DB,C00445,"Mcdonald, West and Spence",Technology,small,68,2048027,Christensenfort,Missouri,British Virgin Islands,19,Premium,3717224,Ryan Malone,jhamilton@example.org,2021-05-27
PID-22694C3A8EB4,C00446,Cohen LLC,Energy,small,71,3291482,East Aliciaburgh,Delaware,Poland,18,Standard,1090805,Julie Berg,edward49@example.org,2024-09-27
PID-B3B2277A7393,C00447,"Woodard, Mcdaniel and Conner",Manufacturing,medium,161,42688582,North Angelaburgh,Montana,Montserrat,1,Basic,4962469,Cody Burke,chamilton@example.com,2023-01-21
PID-5E07365735D6,C00448,Wallace-Reed,Manufacturing,small,13,1588069,East Tracy,Wyoming,Saint Kitts and Nevis,45,Standard,3387216,Lisa Khan,allison16@example.net,2022-09-22
PID-15AFB6021403,C00449,"Gomez, Dennis and Ross",Healthcare,large,3325,127208157,South Michellestad,Vermont,Andorra,38,Standard,2664970,Thomas Giles,saundersteresa@example.com,2021-04-12
PID-B8511F48EB04,C00450,Black-Hall,Finance,large,4592,418439588,Kaneville,Maine,Honduras,8,Basic,1095827,Brian Carson,jenkinsjames@example.org,2024-08-03
PID-2ECC701C65DE,C00451,"Davis, Moore and Wolfe",Finance,medium,312,25188388,Amyhaven,Vermont,Colombia,44,Basic,977283,Christopher Lawson MD,lhickman@example.net,2021-08-20
PID-24DC2D473A1E,C00452,Kim Inc,Government,medium,488,18865925,Georgeborough,Nebraska,Saint Lucia,25,Premium,2592056,Raymond Mcclain,stephanieheath@example.com,2022-11-17
PID-77113577256C,C00453,"Cunningham, Lang and Vega",Retail,small,66,4113625,Lake Williamfort,Virginia,Germany,4,Basic,3396601,Justin Alvarez,virginialyons@example.net,2021-09-06
PID-69AB10ED6D2E,C00454,Buck Group,Education,large,6291,266283247,Douglasshire,New Hampshire,Togo,21,Premium,249703,Tiffany Jones,fparks@example.org,2022-11-13
PID-90602CA5EDDF,C00455,Garcia PLC,Finance,medium,155,41081997,West Derekland,Minnesota,El Salvador,40,Basic,626419,Lisa Johnson,glee@example.org,2022-07-20
PID-6CD40D5B5F72,C00456,Anderson Ltd,Finance,small,88,1570229,Reedton,Massachusetts,Vanuatu,22,Standard,105027,Kim Reeves,hannah95@example.net,2021-01-06
PID-958A3EB36517,C00457,Thomas-Small,Transportation,large,9708,194553530,Amandachester,New Mexico,Syrian Arab Republic,12,Standard,1742722,Annette Keller,blyons@example.org,2020-01-28
PID-0B0B8DC892DC,C00458,"Chaney, Schwartz and Jones",Healthcare,large,5045,211726045,Kennethmouth,Indiana,Vanuatu,24,Premium,306282,Lori Gilbert,christian59@example.com,2022-09-22
PID-89C3A2FEB3D2,C00459,Anderson-Lucas,Transportation,large,1369,331857133,South Jonathanhaven,South Carolina,Spain,45,Standard,2953491,Kevin Bentley,hicksjohn@example.com,2022-08-18
PID-220B1B967022,C00460,"Johnson, Jefferson and Bush",Transportation,medium,509,29463749,West Rebeccatown,New Hampshire,Congo,44,Basic,2236185,James Barnes,jeffrey72@example.org,2020-02-19
PID-7C10CB653A4E,C00461,Evans-Davis,Energy,medium,224,35131788,New Jeremiahmouth,Massachusetts,Slovenia,38,Premium,1595175,Joseph Craig,qklein@example.net,2020-07-22
PID-A0216E69B005,C00462,"Burke, Wolf and Cohen",Energy,small,34,994764,New Erinberg,Florida,Grenada,4,Basic,1412053,Gabriel Mclaughlin,mooremary@example.com,2020-01-29
PID-AC02C01ED299,C00463,Williams Group,Education,large,8661,291734059,Lake Josebury,Connecticut,Dominican Republic,28,Basic,2947851,Jesse Chaney,ricardojackson@example.net,2024-04-28
PID-CAF2F20F8601,C00464,Murray-Delacruz,Retail,large,1691,81252728,Jessicamouth,Nebraska,Saint Vincent and the Grenadines,10,Standard,4476048,Sherri Smith,ksimpson@example.com,2024-08-26
PID-8A51BA7E344B,C00465,"Russell, Williams and Rojas",Technology,small,84,3754141,New Elizabethside,Idaho,Tunisia,29,Premium,3172310,Kristin Kelley,christopherelliott@example.net,2021-11-25
PID-5FFCB61ACC02,C00466,Bray Ltd,Retail,small,24,2547330,Shawhaven,South Carolina,Bahamas,22,Premium,120925,Grant Green,kristinwebb@example.com,2020-10-14
PID-EC6546C1A0C1,C00467,"Chavez, Thompson and Henry",Finance,small,91,2059375,South Sara,Michigan,Grenada,4,Premium,3684617,Joshua Santos,amandastanley@example.org,2021-11-27
PID-03067E7E1876,C00468,Garcia-Macias,Transportation,large,2016,348462219,Mariabury,New Mexico,Liberia,5,Premium,353143,Anthony Mcguire,riceveronica@example.org,2021-07-04
PID-052269C0C0DD,C00469,"Torres, Horton and Butler",Transportation,large,2976,171593930,Barbarafort,Rhode Island,Fiji,23,Basic,2042148,Shannon Kirby,eyoung@example.com,2024-01-15
PID-2A68F19691F7,C00470,Fowler-Craig,Technology,small,90,3199487,Wareville,Kentucky,Montenegro,8,Premium,1876364,Carlos Gomez,dray@example.com,2020-05-01
PID-4211DE51AA34,C00471,"Hahn, Williamson and Mccall",Energy,medium,525,31844190,Wheelerfurt,Louisiana,Netherlands Antilles,39,Standard,1189697,Jay Harris,lutztammy@example.net,2024-01-09
PID-DC9122BE3EE3,C00472,Jones Inc,Energy,small,58,706559,East Glennview,New York,Gabon,36,Basic,4346755,Karen Landry,taylor32@example.com,2023-02-16
PID-053025CE15CB,C00473,"Lloyd, Kim and Rice",Retail,large,5048,289368670,East Heidi,Ohio,Sierra Leone,45,Standard,3249253,Matthew Mckinney,josephgross@example.com,2024-03-06
PID-7D5DEACEB301,C00474,"Ramsey, Wright and Fisher",Technology,large,5732,122965391,South Wyatt,South Carolina,Cayman Islands,19,Basic,1831828,Annette Carter,bowmanadam@example.org,2023-10-16
PID-563FF7B36DA4,C00475,Nunez-Yates,Education,large,2110,213114791,Julieborough,Connecticut,Algeria,31,Standard,1931409,Jessica Pitts,clinton91@example.com,2021-12-16
PID-636B04E4899A,C00476,"Noble, Heath and Johnson",Retail,small,95,1392713,Eriktown,Colorado,Saint Helena,36,Premium,2323462,Michael Long,christine81@example.com,2022-06-22
PID-F45EB607109C,C00477,Hobbs Inc,Government,small,90,4489186,Dwayneborough,Arkansas,Congo,27,Basic,3933486,James Harrison,timothycruz@example.org,2024-09-11
PID-E6F28DAA8C5F,C00478,Hughes-Hampton,Retail,small,36,4694632,Samuelstad,New Hampshire,Palau,15,Basic,2344950,Laura Beard,derrickclements@example.net,2022-11-01
PID-6C47E564667E,C00479,"Austin, Quinn and Anderson",Transportation,small,65,2357240,Normanstad,Maryland,Tokelau,1,Standard,4732397,Lisa Perry,hernandezrandy@example.com,2023-03-05
PID-060F66EC2178,C00480,Young-Wagner,Education,large,9907,181552099,Johnstad,Alaska,Mozambique,4,Standard,1999661,Amber Atkins,vmcgee@example.org,2022-09-15
PID-F4F0CDF6384A,C00481,"Lewis, Glenn and Lewis",Healthcare,large,1093,494658187,Wrightton,Nevada,Iceland,47,Standard,131305,Brianna Williams,beltranwayne@example.org,2022-12-30
PID-AE4F735A7927,C00482,"Garcia, Peterson and Rodriguez",Government,large,9098,62025638,Fernandezberg,Pennsylvania,Bosnia and Herzegovina,26,Basic,4931959,Anthony Taylor,meganbarr@example.net,2024-05-05
PID-EE24996776C9,C00483,Martinez Group,Energy,large,9034,53899670,Port Melissaview,West Virginia,Azerbaijan,18,Basic,4933580,Stephanie Kramer,michelleboyer@example.net,2024-11-29
PID-90BA37C5A0AC,C00484,"Miller, Garcia and Torres",Manufacturing,medium,293,24919003,Port Lorraine,South Carolina,Gibraltar,24,Basic,232325,Jonathan Rivera,lcowan@example.net,2023-02-27
PID-53D6E5945DF7,C00485,"Santos, Diaz and Stevens",Healthcare,medium,284,11498009,South Amandafort,Oregon,Northern Mariana Islands,4,Premium,2253805,Lisa Dean,berrychristopher@example.org,2023-02-09
PID-799F1229210C,C00486,"Kennedy, Vega and Vincent",Transportation,large,6074,103875459,Brownfort,Louisiana,Netherlands,49,Basic,1194873,Diana Watson,christiewalker@example.net,2022-04-04
PID-6B7EA757E8DC,C00487,Santiago PLC,Government,large,3691,276329657,Maryberg,South Dakota,Togo,45,Standard,3392852,Stephen Mueller,howardkristin@example.com,2020-03-20
PID-BFFEF0DFC515,C00488,"Hill, Barrett and Mcpherson",Education,small,82,4473492,Katrinafurt,Illinois,Hong Kong,15,Premium,1263065,Michael Reynolds,stephenwashington@example.com,2020-11-17
PID-1BBF50C26637,C00489,"Lee, Graham and Conway",Education,small,52,3514917,Butlerport,Illinois,Ghana,4,Standard,3890901,Amber Jensen,christopher95@example.net,2021-08-12
PID-FE2585BECBEF,C00490,Lindsey PLC,Manufacturing,small,28,4642814,Collinside,Idaho,Mexico,23,Basic,1717055,Beth Gonzalez,ymontgomery@example.net,2022-09-04
PID-70D7E7157429,C00491,"Ramirez, Ware and Garner",Healthcare,large,6967,78945384,Harrisborough,Ohio,Portugal,23,Basic,2994436,Sandra Davis,shawn83@example.net,2022-11-27
PID-1B80E09D8F88,C00492,Hernandez-Kerr,Media,medium,369,39064965,Colemanmouth,Alaska,United States of America,22,Standard,1692407,Sarah Moore,bentondavid@example.net,2023-05-20
PID-B7DB78F949F8,C00493,Savage LLC,Technology,small,69,3154897,Kylefurt,Utah,Ecuador,22,Premium,3335289,Steven Mills,rachael53@example.net,2020-03-24
PID-5DEC224DFF6B,C00494,Robinson-Berg,Retail,medium,523,14875733,Michaelton,Washington,British Virgin Islands,12,Basic,4877348,Nicholas Hendricks,danieljones@example.com,2023-02-07
PID-557DBBBDB76E,C00495,Sanders and Sons,Education,medium,383,29420877,South Courtneyshire,Montana,Australia,29,Premium,132999,Sara Evans,terryruth@example.com,2022-12-23
PID-940B402208E2,C00496,"Rios, Sanchez and Shields",Media,small,98,889125,Richardfurt,Kentucky,Hong Kong,14,Standard,1629439,Christina Crawford,ashley80@example.net,2022-06-17
PID-303D9E94D988,C00497,"Smith, Keith and Moore",Technology,small,74,2034625,Port Jessicachester,Colorado,Liechtenstein,35,Premium,409574,Tammy Hess,jeanne16@example.com,2024-08-06
PID-F9D02D09F70C,C00498,Webb-George,Finance,medium,618,48800957,East Christopher,Maryland,Estonia,17,Premium,292716,Linda Ferguson,morganjacobson@example.com,2020-08-18
PID-3C3879D8D4EE,C00499,"Luna, Holloway and Odonnell",Energy,medium,631,11586018,North Christopherton,Virginia,Zimbabwe,48,Basic,2821028,Andrew Hamilton,elliottwilliam@example.net,2021-06-05
PID-0BEADD64E5A3,C00500,Medina-Douglas,Media,medium,170,28461656,East Jameshaven,Tennessee,Philippines,37,Standard,1911176,Chelsea Pitts,devin48@example.net,2024-08-24
